ciclo,ccaa,prov,nvivi,nivel,npers,edad5,relpp1,sexo1,ncony,npadre,nmadre,rellmili,eciv1,prona1,regna1,nac1,exregna1,anore1,nforma2,rellb,edadest,cursr,ncursr2,cursnr,ncurnr2,hcurnr,rellb,trarem,ayudfa,ausent,rznotb,vincul,nuevem,ocup1,act11,situ,sp,ducon1,ducon2,ducon3,tcontm,tcontd,dren,dcom,proest,regest,parco1,parco2,horasp,horash,horase,extra,extpag,extnpg,rzdifh,traplu,ocuplu1,actplu11,sitplu,horplu,mashor,dismas,rzndish,hordes,busotr,busca,desea,fobact,nbusca,asala,embus,itbu,disp,rzndis,empant,dtant,ocupa,acta1,situa,ofemp,sidi1,sidi2,sidi3,sidac1,sidac2,mun1,prore1,repaire1,traant,aoi,cse,factorel,factorel
178,1,18,21703,1,1,65,1,1,0,0,0,,1,18,,1,,,P1,,10,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,321,,,,3,3,5,,,,1,,,6,9,,30232,
178,1,18,21704,1,1,35,1,1,2,0,0,,1,18,,1,,,SU,,35,3,,3,,,,1,,,,,,2,8,1,,,,,,,,162,18,,1,,,4000,4000,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,6,32801,
178,1,18,21704,1,2,25,2,6,1,0,0,,1,29,,1,,,SU,,24,1,SP,3,,,,1,,,,,,3,7,8,,6,,1,6,,0,0,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,1,3,,1,1,1,,,6,4,11,32801,
178,1,18,21705,1,1,65,1,6,0,0,0,,3,18,,1,,,P1,,10,3,,3,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,5,,,,,1,,,6,9,,25812,
178,1,18,21706,1,1,55,1,1,2,0,0,,2,18,,1,,,P2,,14,3,,3,,,,1,,,,,,9,7,8,,1,1,,,,393,393,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,1,4,14,19090,
178,1,18,21706,1,2,55,2,6,1,0,0,,2,18,,1,,,P1,,10,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,5,,,,6,2,6,,,,,3,3,,,,,1,,,6,9,,19090,
178,1,18,21706,1,3,20,3,6,0,1,2,,1,18,,1,,,SU,,21,1,SU,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,6,,,,,3,1,,,,,1,,,6,9,,19090,
178,1,18,21707,1,1,60,1,1,2,0,0,,2,13,,1,,,SU,,23,3,,3,,,,1,,,,,,2,8,8,,1,1,,,,468,468,18,,6,7,400,400,400,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,2,,,1,1,1,,,1,4,11,20644,
178,1,18,21707,1,2,60,2,6,1,0,0,,2,18,,1,,,SU,,23,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,56,,,,3,2,3,,,,1,,,6,9,,20644,
178,1,18,21708,1,1,25,1,6,0,2,3,,1,18,,1,,,SU,,22,3,,3,,,,6,6,1,15,5,,4,7,8,,1,1,,,,77,77,18,,6,5,2000,2000,0,6,,,,6,,,,,1,1,,40,1,,,1,,1,1,3,1,,,,,,,3,,,,1,2,1,,,1,3,13,25957,
178,1,18,21708,1,2,45,6,1,3,0,0,,2,,115,1,,39,SG,,20,3,,3,,,,1,,,,,,7,4,3,,,,,,,,346,18,,1,,,4000,4000,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,1,4,8,25957,
178,1,18,21708,1,3,45,6,6,2,0,0,,2,18,,1,,,S1,,17,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,1,,,,1,,6,,,,,3,3,,,,,1,,,6,7,,25957,
178,1,18,21708,1,4,25,7,1,0,2,3,,1,18,,1,,,SU,,25,1,SU,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,6,,,,,3,1,,,,,1,,,6,9,,25957,
178,1,18,21709,1,1,60,1,1,2,0,0,,2,18,,1,,,P2,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,3,,,,6,3,1,128,,,,3,3,4,5,,,1,,,6,9,,20644,
178,1,18,21709,1,2,60,2,6,1,0,0,,2,18,,1,,,P2,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,1,,,,1,,1,2,9,0,8,1,3,,,,,1,,,1,7,,20644,
178,1,18,21710,1,1,50,1,6,0,0,0,,1,28,,1,,,SP,,18,3,,3,,,,1,,,,,,1,9,8,,1,1,,,,10,10,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,10,31997,
178,1,18,21711,1,1,50,1,6,2,0,0,,2,18,,1,,,S1,,16,3,,3,,,,6,1,6,,,,3,7,6,,,,,,,,271,18,,1,,,4000,4000,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,19,25133,
178,1,18,21711,1,2,50,2,1,1,0,0,,2,,310,1,,47,SU,,31,3,,3,,,,1,,,,,,3,7,1,,,,,,,,271,18,,1,,,4000,4000,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,7,25133,
178,1,18,21711,1,3,25,3,1,0,2,1,,1,18,,1,,,SU,,23,3,,3,,,,1,,,,,,3,7,8,,1,1,,,,25,25,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,1,4,13,25133,
178,1,18,21712,1,1,55,1,1,0,0,2,,1,18,,1,,,S1,,16,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,1,,,,1,,1,99,,,,2,3,,,,,1,,,6,7,,19386,
178,1,18,21712,1,2,65,6,6,0,0,0,,3,18,,1,,,AN,,,3,,3,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,237,,,,,2,3,,,,1,,,6,9,,19386,
178,1,18,21712,1,3,45,7,1,0,0,2,,1,18,,1,,,S1,,16,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,1,,,,1,,1,104,,,,2,3,,,,,1,,,6,7,,19386,
178,1,18,21713,1,1,65,1,6,0,0,0,,3,18,,1,,,P1,,10,3,,3,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,,,,1,,,6,9,,25812,
178,1,18,21714,1,1,30,1,6,2,0,0,,2,18,,1,,,SU,,26,3,,3,,,,1,,,,,,2,6,3,,,,,,,,21,18,,1,,,9999,9999,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,6,26360,
178,1,18,21714,1,2,35,2,1,1,0,0,,2,18,,1,,,SU,,25,3,,3,,,,1,,,,,,3,7,8,,1,1,,,,94,94,18,,1,,4000,4000,4000,6,,,,1,2,6,6,2200,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,11,26360,
178,1,18,21714,2,3,5,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,28682,
178,1,18,21714,2,4,0,3,1,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,29622,
178,1,18,21715,1,1,50,1,1,2,0,0,,2,18,,1,,,S1,,15,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,3,,,,6,3,1,82,,,,3,3,4,5,,,1,,,6,9,,18667,
178,1,18,21715,1,2,45,2,6,1,0,0,,2,18,,1,,,SU,,22,3,,3,,,,1,,,,,,5,8,8,,1,1,,,,131,131,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,14,18667,
178,1,18,21715,2,3,5,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,28682,
178,1,18,21716,1,1,35,1,1,0,0,2,,1,18,,1,,,S1,,15,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,3,,,,6,3,1,34,,,,3,3,,,,,1,,,6,9,,23869,
178,1,18,21716,1,2,55,6,6,0,0,0,,4,18,,1,,,P2,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,1,,,,1,,6,,,,,1,3,,,,,1,,,6,7,,23869,
178,1,18,21716,1,3,25,7,6,0,0,2,,1,18,,1,,,S1,,16,3,,3,,,,1,,,,,,5,8,8,,1,1,,,,24,24,18,,6,5,2000,2000,2000,6,,,,6,,,,,1,1,,40,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,3,14,23869,
178,1,18,21717,1,1,50,1,1,2,0,0,,2,18,,1,,,SP,,15,3,,3,,,,1,,,,,,9,7,8,,1,1,,,,381,417,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,14,23249,
178,1,18,21717,1,2,50,2,6,1,0,0,,2,18,,1,,,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,3,,,,6,3,1,29,,,,3,3,4,5,,,1,,,6,9,,23249,
178,1,18,21717,1,3,25,3,6,0,1,2,,1,18,,1,,,S1,,17,3,,3,,,,1,,,,,,5,5,8,,6,,1,0,,7,7,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,14,23249,
178,1,18,21717,1,4,20,3,1,0,1,2,,1,18,,1,,,S1,,22,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,2,1,,1,2,5,9,8,2,3,,,2,2,1,,,6,6,14,23249,
178,1,18,21717,2,5,5,5,1,0,0,3,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,26071,
178,1,18,21718,1,1,40,1,6,2,0,0,,2,18,,1,,,S1,,15,3,,3,,,,1,,,,,,9,9,8,,1,1,,,,5,5,18,,6,4,2500,2500,2500,6,,,,6,,,,,1,1,,40,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,3,14,28169,
178,1,18,21718,1,2,45,2,6,1,0,0,,2,18,,1,,,S1,,14,3,,3,,,,1,,,,,,9,9,8,,1,1,,,,37,38,18,,1,,3000,3000,3400,1,200,0,17,6,,,,,1,1,,40,6,,,,,,,,,,,,,,,3,,,,2,2,1,,,1,3,14,28169,
178,1,18,21719,1,1,60,1,1,0,0,2,,1,18,,1,,,S1,,16,3,,3,,,,1,,,,,,1,5,1,,,,,,,,264,18,,1,,,4500,4500,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,1,4,7,20406,
178,1,18,21719,1,2,65,6,6,0,0,0,,3,18,,1,,,AN,,,3,,3,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,5,,,,,1,,,6,9,,20406,
178,1,18,21720,1,1,35,1,6,0,0,0,,1,18,,1,,,P2,,10,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,4,6,1,,1,21,,,,2,3,,,2,2,1,,,6,6,,23288,
178,1,18,21720,1,2,16,3,6,0,0,1,,1,18,,1,,,S1,,17,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,8,,,,6,4,6,,,,,3,7,,,,,1,,,6,9,,23288,
178,1,18,21720,2,3,10,3,6,0,0,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,25339,
178,1,18,21721,1,1,65,1,6,2,0,0,,2,18,,1,,,P2,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,74,,,,3,2,3,,,,1,,,6,9,,20033,
178,1,18,21721,1,2,65,2,1,1,0,0,,2,18,,1,,,P2,,10,3,,3,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,138,,,,,2,,,,,1,,,6,9,,20033,
178,1,18,21721,1,3,35,3,6,0,2,1,,1,18,,1,,,AN,,,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,3,,,,6,3,6,,,,,3,5,,,,,1,,,6,9,,20033,
178,1,18,21722,1,1,30,1,1,2,0,0,,2,18,,1,,,S1,,14,3,,3,,,,1,,,,,,7,4,8,,6,,6,0,,4,4,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,16,32893,
178,1,18,21722,1,2,30,2,6,1,0,0,,2,18,,1,,,SU,,21,3,,3,,,,1,,,,,,2,8,8,,1,1,,,,118,118,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,11,32893,
178,1,18,21722,2,3,0,3,1,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,29622,
178,1,18,21723,1,1,45,1,1,2,0,0,,2,18,,1,,,SP,,19,3,,3,,,,1,,,,,,7,4,3,,,,,,,,1,18,,1,,,4000,4000,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,8,19282,
178,1,18,21723,1,2,40,2,6,1,0,0,,2,18,,1,,,S1,,14,3,,3,,,,1,,,,,,9,8,7,4,6,,1,,15,1,1,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,1,,,1,,1,5,8,1,,,,,,,3,3,,,1,1,1,,,1,4,14,19282,
178,1,18,21723,1,3,16,3,1,0,1,2,,1,18,,1,,,S1,,16,1,SG,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,6,,,,,3,1,,,,,1,,,6,9,,19282,
178,1,18,21723,2,4,10,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,25339,
178,1,18,21724,1,1,45,1,1,2,0,0,,2,18,,1,,,S1,,15,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,5,1,,1,3,7,4,8,1,3,,,2,2,1,,,1,6,16,18653,
178,1,18,21724,1,2,40,2,6,1,0,0,,2,18,,1,,,S1,,15,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,3,4,1,,1,7,9,8,8,3,3,,,2,2,1,,,1,6,14,18653,
178,1,18,21724,2,3,10,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,25339,
178,1,18,21724,2,4,5,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,28682,
178,1,18,21725,1,1,45,1,6,2,0,0,,2,18,,1,,,SU,,22,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,3,5,1,,1,20,,,,2,3,,,2,2,1,,,6,6,,17182,
178,1,18,21725,1,2,40,2,1,1,0,0,,2,18,,1,,,SU,,21,3,,3,,,,1,,,,,,8,6,8,,1,1,,,,104,110,18,,1,,4000,4500,4500,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,1,4,16,17182,
178,1,18,21725,2,3,10,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,25339,
178,1,18,21725,2,4,5,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,28682,
178,1,18,21726,1,1,65,1,6,0,0,0,,3,18,,1,,,S1,,15,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,113,,,,3,3,4,5,,,1,,,6,9,,25812,
178,1,18,21727,1,1,45,1,1,0,0,0,,1,18,,1,,,P2,,12,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,3,,,,6,3,1,121,,,,3,3,5,,,,1,,,6,9,,34600,
178,1,18,21728,1,1,40,1,1,2,0,0,,2,18,,1,,,P2,,14,3,,3,,,,6,6,1,1,1,,7,4,8,,6,,6,0,,9,9,18,,1,,4000,4000,0,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,16,24784,
178,1,18,21728,1,2,35,2,6,1,0,0,,2,18,,1,,,S1,,14,3,,3,,,,1,,,,,,9,5,8,,1,1,,,,154,178,18,,1,,3500,3500,3500,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,14,24784,
178,1,18,21728,2,3,5,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,28682,
178,1,18,21729,1,1,45,1,1,0,0,0,,4,18,,1,,,S1,,13,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,3,1,,1,2,9,0,8,2,3,,,2,2,1,,,1,6,5,34600,
178,1,18,21730,1,1,50,1,6,0,0,0,,4,18,,1,,,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,8,1,,1,120,,,,2,3,,,2,2,1,,,6,6,,24364,
178,1,18,21730,1,3,16,3,6,0,0,1,,1,18,,1,,,P2,,10,1,S1,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,6,1,,6,,,,,2,1,3,,2,2,1,,,6,5,,24364,
178,1,18,21731,1,1,50,1,1,2,0,0,,4,18,,1,,,S1,,14,3,,3,,,,1,,,,,,4,9,8,,6,,1,12,,10,22,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,4,,,1,1,1,,,1,4,13,18667,
178,1,18,21731,1,2,45,2,6,1,0,0,,4,18,,1,,,S1,,17,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,7,1,,1,47,,,,2,3,,,2,2,1,,,6,6,,18667,
178,1,18,21731,2,3,10,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,25339,
178,1,18,21732,1,1,35,1,6,2,0,0,,1,18,,1,,,S1,,15,3,,3,,,,1,,,,,,3,5,8,,6,,7,0,,2,2,18,,6,4,1000,1000,1000,6,,,,6,,,,,1,1,,20,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,6,3,13,24525,
178,1,18,21732,1,2,35,2,1,1,0,0,,1,18,,1,,,S1,,14,3,,3,,,,1,,,,,,3,3,8,,1,1,,,,61,85,18,,1,,4000,4000,4000,6,,,,6,,,,,1,1,,45,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,1,3,13,24525,
178,1,18,21732,2,3,5,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,28682,
178,1,18,21732,2,4,0,3,1,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,29622,
178,1,18,21733,1,1,60,1,1,2,0,0,,2,18,,1,,,P1,,13,3,,3,,,,1,,,,,,5,2,7,5,1,1,,,,405,405,18,,1,,7000,7000,7000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,1,4,14,20644,
178,1,18,21733,1,2,60,2,6,1,0,0,,2,18,,1,,,P1,,13,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,5,,,,6,2,1,24,,,,2,3,,,,,1,,,6,9,,20644,
178,1,18,21734,1,1,60,1,6,2,0,0,,2,18,,1,,,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,8,1,,1,166,,,,1,3,,,2,2,1,,,6,6,,17669,
178,1,18,21734,1,2,60,2,1,1,0,0,,2,18,,1,,,P2,,10,3,,3,,,,6,6,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,8,6,,3,1,,1,4,6,0,8,1,3,,,2,2,1,,,1,6,5,17669,
178,1,18,21734,1,3,20,3,6,0,2,1,,1,18,,1,,,SG,,18,1,SU,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,6,,,,,3,1,,,,,1,,,6,9,,17669,
178,1,18,21735,1,1,55,1,1,2,0,0,,2,18,,1,,,S1,,15,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,8,1,,1,3,8,6,8,3,,,,2,2,1,,,1,6,16,25435,
178,1,18,21735,1,2,55,2,6,1,0,0,,2,18,,1,,,P1,,16,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,1,,,,1,,6,,,,,3,3,,,,,1,,,6,7,,25435,
178,1,18,21735,1,3,35,3,6,0,1,2,,1,18,,1,,,SP,,18,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,8,1,,1,37,,,,3,3,,,2,2,1,,,6,6,,25435,
178,1,18,21735,1,4,25,3,1,0,1,2,,1,18,,1,,,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,8,1,,1,25,,,,3,3,,,2,2,1,,,6,6,,25435,
178,1,18,21736,1,1,65,1,6,2,0,0,,2,18,,1,,,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,8,,,,6,4,6,,,,,3,3,,,,,1,,,6,9,,18944,
178,1,18,21736,1,2,65,2,1,1,0,0,,2,18,,1,,,SU,,34,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,57,,,,3,2,,,,,1,,,6,9,,18944,
178,1,18,21737,1,1,50,1,1,2,0,0,,2,18,,1,,,S1,,14,3,,3,,,,1,,,,,,7,2,8,,1,1,,,,266,290,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,16,20953,
178,1,18,21737,1,2,40,2,6,1,0,0,,2,18,,1,,,SP,,15,3,,3,,,,1,,,,,,4,7,8,,1,1,,,,7,7,18,,6,3,2000,2000,2000,6,,,,6,,,,,1,1,,40,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,3,13,20953,
178,1,18,21737,2,3,10,3,1,0,0,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,24988,
178,1,18,21737,2,4,5,3,1,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,26071,
178,1,18,21737,2,5,0,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,28929,
178,1,18,21738,1,1,45,1,1,2,0,0,,2,,115,1,,44,S1,,15,3,,3,,,,1,,,,,,8,5,3,,,,,,,,261,18,,1,,,6000,6000,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,1,4,8,19282,
178,1,18,21738,1,2,40,2,6,1,0,0,,2,18,,1,,,S1,,16,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,4,,,,6,2,1,52,,,,3,3,,,,,1,,,6,9,,19282,
178,1,18,21738,1,3,16,3,1,0,1,2,,1,18,,1,,,S1,,16,1,SG,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,6,,,,,3,1,,,,,1,,,6,9,,19282,
178,1,18,21738,2,4,5,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,28682,
178,1,18,21739,1,1,50,1,6,2,0,0,,2,18,,1,,,SU,,39,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,8,1,,1,102,,,,2,3,,,2,2,1,,,6,6,,20787,
178,1,18,21739,1,2,55,2,1,1,0,0,,2,18,,1,,,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,8,1,,1,5,7,8,7,1,3,,,2,2,1,,,1,6,16,20787,
178,1,18,21739,1,3,20,3,6,0,2,1,,1,18,,1,,,SG,,18,1,SU,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,3,5,1,,1,1,5,5,8,2,1,,,,,6,28,,1,6,13,20787,
