ciclo,ccaa,prov,nvivi,nivel,npers,edad5,relpp1,sexo1,ncony,npadre,nmadre,rellmili,eciv1,prona1,regna1,nac1,exregna1,anore1,nforma2,rellb,edadest,cursr,ncursr2,cursnr,ncurnr2,hcurnr,rellb,trarem,ayudfa,ausent,rznotb,vincul,nuevem,ocup1,act11,situ,sp,ducon1,ducon2,ducon3,tcontm,tcontd,dren,dcom,proest,regest,parco1,parco2,horasp,horash,horase,extra,extpag,extnpg,rzdifh,traplu,ocuplu1,actplu11,sitplu,horplu,mashor,dismas,rzndish,hordes,busotr,busca,desea,fobact,nbusca,asala,embus,itbu,disp,rzndis,empant,dtant,ocupa,acta1,situa,ofemp,sidi1,sidi2,sidi3,sidac1,sidac2,mun1,prore1,repaire1,traant,aoi,cse,factorel,factorel
179,1,18,21389,1,1,35,1,6,2,0,0,,2,,350,3,350,12,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,3,,,,6,3,1,12,9,9,8,1,3,,,,,1,,,,9,,45364,
179,1,18,21389,1,2,35,2,1,1,0,0,,2,18,,1,,,S1,,14,3,,3,,,,6,6,1,1,1,,9,8,8,,6,,6,2,,1,1,18,,1,,3730,3730,0,6,,,,6,,,,,1,1,,40,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,3,14,45364,
179,1,18,21389,2,3,5,3,1,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20355,
179,1,18,21389,2,4,5,3,1,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20355,
179,1,18,21389,2,5,10,3,6,0,2,0,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20256,
179,1,18,21389,2,6,5,3,6,0,2,0,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,21656,
179,1,18,21390,1,1,65,1,1,2,0,0,,2,18,,1,,,SG,,24,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,35,,,,3,2,3,,,,1,,,,9,,22858,
179,1,18,21390,1,2,60,2,6,1,0,0,,2,23,,1,,,SU,,25,3,,1,PE,999,,1,,,,,,2,8,7,3,1,1,,,,393,393,18,,1,,3000,3000,3000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,11,22858,
179,1,18,21391,1,1,45,1,6,2,0,0,,2,18,,1,,,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,4,7,1,,1,60,,,,2,3,,,2,2,1,,,,6,,23708,
179,1,18,21391,1,2,50,2,1,1,0,0,,2,18,,1,,,S1,,14,3,,1,PE,2,,1,,,,,,5,5,8,,1,1,,,,328,328,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,1,,,1,,1,2,7,1,,,,,,,3,1,,,1,2,1,,,,4,13,23708,
179,1,18,21391,1,3,20,3,1,0,2,1,,1,18,,1,,,SP,,20,2,SP,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,1,,6,,,,,3,1,3,,,,1,,,,9,,23708,
179,1,18,21391,2,4,10,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20256,
179,1,18,21392,1,1,65,1,6,0,0,0,,3,23,,1,,,P1,,10,3,,3,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,166,,,,,2,3,5,,,1,,,,9,,29320,
179,1,18,21393,1,1,40,1,1,2,0,0,,2,18,,1,,,S1,,16,3,,3,,,,1,,,,,,8,1,8,,1,1,,,,330,330,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,16,24659,
179,1,18,21393,1,2,40,2,6,1,0,0,,2,8,,1,,,SP,,15,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,3,,,,6,3,1,156,,,,3,4,5,,,,1,,,,9,,24659,
179,1,18,21393,2,3,10,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20256,
179,1,18,21394,1,1,65,1,1,2,0,0,,2,18,,1,,,SU,,18,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,24,,,,3,2,,,,,1,,,,9,,22858,
179,1,18,21394,1,2,60,2,6,1,0,0,,2,6,,1,,,SG,,17,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,5,,,,6,2,6,,,,,3,3,,,,,1,,,,9,,22858,
179,1,18,21395,1,1,65,1,1,2,0,0,,2,18,,1,,,P2,,13,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,138,,,,3,2,,,,,1,,,,9,,23194,
179,1,18,21395,1,2,65,2,6,1,0,0,,2,18,,1,,,P2,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,113,,,,3,2,3,,,,1,,,,9,,23194,
179,1,18,21396,1,1,60,1,1,2,0,0,,2,18,,1,,,P2,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,37,,,,3,2,,,,,1,,,,9,,23780,
179,1,18,21396,1,2,60,2,6,1,0,0,,2,18,,1,,,P2,,13,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,5,,,,6,2,1,444,,,,3,3,,,,,1,,,,9,,23780,
179,1,18,21397,1,1,45,1,1,0,0,2,,1,18,,1,,,SP,,17,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,3,,,,1,,1,67,,,,2,3,,,,,1,,,,9,,25355,
179,1,18,21397,1,2,65,6,6,0,0,0,,3,18,,1,,,P1,,9,3,,3,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,246,,,,,3,5,,,,1,,,,9,,25355,
179,1,18,21398,1,1,50,1,1,2,0,0,,2,8,,1,,,SP,,18,3,,3,,,,1,,,,,,5,8,8,,1,1,,,,115,115,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,14,20888,
179,1,18,21398,1,2,45,2,6,1,0,0,,2,8,,1,,,S1,,14,3,,3,,,,1,,,,,,5,5,8,,1,1,,,,13,84,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,13,20888,
179,1,18,21398,1,3,16,3,1,0,1,2,,1,18,,1,,,S1,,16,1,SG,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,6,,,,,3,1,,,,,1,,,,9,,20888,
179,1,18,21398,2,4,10,3,1,0,1,2,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,19994,
179,1,18,21399,1,1,65,1,1,2,0,0,,2,18,,1,,,P2,,13,3,,3,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,235,,,,,2,,,,,1,,,,9,,23194,
179,1,18,21399,1,2,65,2,6,1,0,0,,2,18,,1,,,P1,,10,3,,3,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,,,,,1,,,,9,,23194,
179,1,18,21400,1,1,40,1,6,2,0,0,,2,18,,1,,,SU,,17,3,,3,,,,1,,,,,,5,5,8,,1,1,,,,60,60,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,13,19400,
179,1,18,21400,1,2,45,2,1,1,0,0,,2,18,,1,,,SU,,20,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,3,,,,6,3,1,92,,,,3,3,4,5,,,1,,,,9,,19400,
179,1,18,21400,2,3,5,3,1,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20355,
179,1,18,21400,2,4,5,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,21656,
179,1,18,21401,1,1,65,1,6,0,0,0,,4,42,,1,,,SU,,19,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,86,,,,3,2,3,,,,1,,,,9,,29320,
179,1,18,21402,1,1,45,1,6,2,0,0,,4,18,,1,,,S1,,15,3,,3,,,,6,6,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,8,1,1,8,1,,1,180,,,,3,3,,,2,2,1,,,,6,,20437,
179,1,18,21402,1,2,45,2,1,1,0,0,,4,18,,1,,,SP,,17,3,,3,,,,1,,,,,,7,5,8,,1,1,,,,180,180,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,16,20437,
179,1,18,21402,1,3,16,3,6,0,2,1,,1,18,,1,,,S1,,14,1,SG,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,6,,,,,3,1,3,,,,1,,,,9,,20437,
179,1,18,21402,2,4,10,3,6,0,0,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20256,
179,1,18,21403,1,1,35,1,1,2,0,0,,4,8,,1,,,SG,,27,3,,3,,,,1,,,,,,7,2,1,,,,,,,,156,18,,1,,,4000,4000,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,7,26258,
179,1,18,21403,1,2,40,2,6,1,0,0,,1,8,,1,,,SU,,25,3,,3,,,,1,,,,,,1,5,8,,1,1,,,,15,108,18,,6,3,2000,2000,2000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,10,26258,
179,1,18,21403,2,3,0,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,23434,
179,1,18,21404,1,1,45,1,6,2,0,0,,1,18,,1,,,SU,,27,3,,3,,,,1,,,,,,2,8,7,4,1,1,,,,269,293,18,,1,,3730,3730,3500,6,,,5,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,12,17626,
179,1,18,21404,1,2,50,2,1,1,0,0,,1,23,,1,,,SU,,33,3,,3,,,,1,,,,,,2,8,7,3,1,1,,,,185,197,23,,1,,3730,3730,3500,6,,,5,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,12,17626,
179,1,18,21404,2,3,10,3,1,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,19994,
179,1,18,21404,2,4,5,3,1,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20355,
179,1,18,21405,1,1,50,1,1,2,0,0,,2,23,,1,,,SU,,19,3,,3,,,,1,,,,,,3,0,8,,1,1,,,,207,231,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,11,27132,
179,1,18,21405,1,2,65,2,6,1,0,0,,2,,200,1,,18,AN,,,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,8,1,,1,144,,,,2,3,,,2,2,1,,,,6,,27132,
179,1,18,21406,1,1,45,1,1,2,0,0,,2,18,,1,,,S1,,16,3,,3,,,,1,,,,,,7,9,8,,1,1,,,,206,266,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,16,22480,
179,1,18,21406,1,2,40,2,6,1,0,0,,2,18,,1,,,SU,,21,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,5,,,,6,2,1,1,9,0,8,2,3,,,,,1,,,,9,,22480,
179,1,18,21406,1,3,16,3,1,0,1,2,,1,18,,1,,,S1,,17,1,SG,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,6,,,,,3,1,,,,,1,,,,9,,22480,
179,1,18,21406,2,4,10,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20256,
179,1,18,21406,2,5,5,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,21656,
179,1,18,21407,1,1,55,1,6,2,0,0,,2,18,,1,,,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,4,,,,6,2,1,9,5,9,8,3,3,,,,,1,,,,9,,23597,
179,1,18,21407,1,2,65,2,1,1,0,0,,2,18,,1,,,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,3,,,,6,3,1,75,,,,3,2,4,,,,1,,,,9,,23597,
179,1,18,21408,1,1,45,1,1,2,0,0,,2,28,,1,,,SG,,18,3,,3,,,,1,,,,,,3,8,7,1,1,1,,,,300,300,18,,1,,3730,3730,3730,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,11,20437,
179,1,18,21408,1,2,45,2,6,1,0,0,,2,28,,1,,,SU,,20,3,,3,,,,1,,,,,,4,8,7,3,6,,5,0,,4,203,18,,1,,3730,3500,3500,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,13,20437,
179,1,18,21408,1,3,16,3,6,0,1,2,,1,18,,1,,,P2,,15,1,SP,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,6,,,,,3,1,,,,,1,,,,9,,20437,
179,1,18,21408,2,4,10,3,1,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,19994,
179,1,18,21409,1,1,60,1,6,2,0,0,,2,45,,1,,,SU,,32,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,8,1,,1,30,,,,2,3,6,,2,2,1,,,,6,,22858,
179,1,18,21409,1,2,65,2,1,1,0,0,,2,28,,1,,,SG,,18,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,206,,,,3,2,3,6,,,1,,,,9,,22858,
179,1,18,21410,1,1,45,1,6,0,0,0,,1,10,,1,,,SU,,35,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,7,1,,1,39,,,,2,3,,,2,2,1,,,,6,,31504,
179,1,18,21411,1,1,30,1,6,2,0,0,,1,,350,1,,18,S1,,17,3,,3,,,,1,,,,,,9,9,8,,6,,7,0,,8,8,18,,6,5,2000,2000,2000,6,,,,1,5,9,3,700,1,1,,40,6,,,,,,,,,,,,,,,2,3,,,1,1,1,,,,3,14,57100,
179,1,18,21411,1,2,20,2,1,1,0,0,,1,,350,3,350,0,SU,,21,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,4,1,,1,6,9,7,8,3,3,,,2,2,6,,350,,6,14,57100,
179,1,18,21412,1,1,50,1,6,0,0,0,,3,18,,1,,,SP,,18,3,,3,,,,1,,,,,,8,2,8,,1,1,,,,99,123,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,16,33004,
179,1,18,21413,1,1,50,1,1,2,0,0,,2,18,,1,,,S1,,15,3,,3,,,,1,,,,,,3,5,8,,1,1,,,,381,392,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,11,23280,
179,1,18,21413,1,2,45,2,6,1,0,0,,2,18,,1,,,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,5,,,,1,,1,66,,,,2,3,,,,,1,,,,9,,23280,
179,1,18,21413,1,3,25,3,6,0,1,2,,1,18,,1,,,SG,,19,3,,3,,,,1,,,,,,5,5,8,,6,,6,6,,0,16,18,,6,5,1600,1600,1600,6,,,,6,,,,,1,1,,40,1,,,1,,1,2,7,1,,,,,,,2,3,,,1,2,1,,,,3,13,23280,
179,1,18,21413,1,4,20,3,6,0,1,2,,1,18,,1,,,SG,,19,3,,3,,,,1,,,,,,5,5,8,,1,1,,,,1,37,18,,1,,3000,3000,3000,6,,,,6,,,,,1,1,,40,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,3,13,23280,
179,1,18,21414,1,1,40,1,6,2,0,0,,2,,115,1,,42,SU,,19,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,4,,,,6,2,1,131,,,,3,3,,,,,1,,,,9,,21342,
179,1,18,21414,1,2,40,2,1,1,0,0,,2,8,,1,,,SU,,19,3,,1,PE,38,,1,,,,,,1,6,8,,1,1,,,,254,267,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,1,3,,1,1,1,,,,4,10,21342,
179,1,18,21414,2,3,10,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20256,
179,1,18,21414,2,4,10,3,1,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,19994,
179,1,18,21414,2,5,10,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20256,
179,1,18,21415,1,1,60,1,1,2,0,0,,2,18,,1,,,SU,,19,3,,1,PE,999,,1,,,,,,7,4,1,,,,,,,,243,18,,1,,,9999,9999,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,7,23340,
179,1,18,21415,1,2,60,2,6,1,0,0,,2,18,,1,,,S1,,17,3,,3,,,,1,,,,,,4,4,3,,,,,,,,243,18,,1,,,5000,5000,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,8,23340,
179,1,18,21415,1,3,35,3,1,0,1,2,,1,18,,1,,,SG,,17,3,,1,PE,999,,1,,,,,,7,4,3,,,,,,,,246,18,,1,,,9999,9999,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,1,,,,,1,,,,4,8,23340,
179,1,18,21416,1,1,40,1,6,2,0,0,,2,18,,1,,,SU,,21,3,,3,,,,1,,,,,,2,8,7,3,1,1,,,,225,277,18,,1,,3500,3500,3500,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,11,19400,
179,1,18,21416,1,2,45,2,1,1,0,0,,2,18,,1,,,S1,,14,3,,3,,,,1,,,,,,4,8,7,3,1,6,,,,80,80,18,,6,7,2500,2500,2500,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,13,19400,
179,1,18,21416,2,3,10,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20256,
179,1,18,21416,2,4,5,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,21656,
179,1,18,21417,1,1,55,1,1,2,0,0,,2,23,,1,,,SG,,28,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,8,,,,6,4,1,23,,,,3,2,3,,,,1,,,,9,,23885,
179,1,18,21417,1,2,55,2,6,1,0,0,,2,23,,1,,,SU,,21,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,5,,,,6,2,1,24,,,,1,3,,,,,1,,,,9,,23885,
179,1,18,21417,1,3,20,3,6,0,1,2,,1,18,,1,,,SG,,19,1,SU,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,6,,,,,3,1,3,,,,1,,,,9,,23885,
179,1,18,21418,1,1,60,1,1,2,0,0,,2,18,,1,,,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,8,1,,1,48,,,,1,3,,,2,2,1,,,,6,,21981,
179,1,18,21418,1,2,55,2,6,1,0,0,,2,18,,1,,,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,3,,,,6,3,1,65,,,,2,7,,,,,1,,,,9,,21981,
179,1,18,21418,1,3,40,3,6,0,1,2,,4,18,,1,,,S1,,14,3,,3,,,,1,,,,,,5,5,8,,6,,1,6,,0,12,18,,1,,3000,3000,3000,6,,,,6,,,,,1,1,,40,1,,,1,,1,5,8,1,,,,,,,4,3,,,1,2,1,,,,3,14,21981,
179,1,18,21418,1,4,20,3,6,0,1,2,,1,18,,1,,,S1,,16,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,3,1,,1,4,5,5,8,1,3,,,2,2,1,,,,6,13,21981,
179,1,18,21418,2,5,0,5,1,0,0,3,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,24913,
179,1,18,21419,1,1,50,1,1,2,0,0,,2,18,,1,,,P2,,10,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,8,1,,1,1,9,0,8,2,3,,,2,2,1,,,,6,5,25108,
179,1,18,21419,1,2,40,2,6,1,0,0,,2,18,,1,,,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,8,1,,1,192,,,,2,3,,,2,2,1,,,,6,,25108,
179,1,18,21419,2,3,10,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20256,
179,1,18,21420,1,1,55,1,1,0,0,0,,4,18,,1,,,S1,,22,3,,3,,,,6,6,1,15,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,8,,,,6,4,1,183,,,,3,3,,,1,1,1,,,,9,,43162,
179,1,18,21421,1,1,45,1,1,2,0,0,,2,18,,1,,,SG,,19,3,,1,PE,999,,1,,,,,,5,8,7,1,1,1,,,,364,364,18,,1,,3730,3730,3730,6,,,,6,,,,,1,1,,45,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,3,14,22698,
179,1,18,21421,1,2,45,2,6,1,0,0,,2,18,,1,,,S1,,15,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,5,,,,1,,1,107,,,,2,3,,,,,1,,,,9,,22698,
179,1,18,21421,1,3,25,3,6,0,1,2,,1,18,,1,,,SU,,26,3,,1,PE,999,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,6,,,,6,1,6,,,,,2,1,3,,,,1,,,,9,,22698,
179,1,18,21421,1,4,20,3,6,0,1,2,,1,18,,1,,,SU,,21,1,SU,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,6,,,,6,1,6,,,,,2,1,3,,,,1,,,,9,,22698,
179,1,18,21421,2,5,10,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20256,
179,1,18,21422,1,1,40,1,6,2,0,0,,2,,100,1,,25,SU,,18,3,,3,,,,1,,,,,,5,5,8,,1,1,,,,120,144,18,,1,,3000,3000,3000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,13,25576,
179,1,18,21422,1,2,40,2,1,1,0,0,,2,18,,1,,,SG,,16,3,,3,,,,1,,,,,,2,8,8,,1,1,,,,24,108,23,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,11,25576,
179,1,18,21422,1,3,16,3,1,0,2,1,,1,18,,1,,,P2,,10,1,S1,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,6,,,,,3,1,,,,,1,,,,9,,25576,
179,1,18,21423,1,1,65,1,6,2,0,0,,2,18,,1,,,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,8,,,,6,4,6,,,,,3,3,5,,,,1,,,,9,,23796,
179,1,18,21423,1,2,65,2,1,1,0,0,,2,18,,1,,,SG,,18,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,21,,,,3,2,3,,,,1,,,,9,,23796,
